holiday_flag,temperature,fuel_price,cpi,unemployment,store,actual_weekly_sales,predicted_weekly_sales,date
0,0,0,0,0,1,1345454.0,1345454.0,2010-10-22
0,0,0,0,0,1,1384209.22,1384209.22,2010-10-29
0,0,0,0,0,1,1551659.28,1551659.28,2010-11-05
0,0,0,0,0,1,1494479.49,1494479.49,2010-11-12
0,0,0,0,0,1,1483784.18,1483784.18,2010-11-19
0,0,0,0,0,1,1955624.11,1955624.11,2010-11-26
0,0,0,0,0,1,1548033.78,1548033.78,2010-12-03
0,0,0,0,0,1,1682614.26,1682614.26,2010-12-10
0,0,0,0,0,1,1891034.93,1891034.93,2010-12-17
0,0,0,0,0,1,2387950.2,2387950.2,2010-12-24
0,0,0,0,0,1,1367320.01,1367320.01,2010-12-31
0,0,0,0,0,1,1444732.28,1444732.28,2011-01-07
0,0,0,0,0,1,1391013.96,1391013.96,2011-01-14
0,0,0,0,0,1,1327405.42,1327405.42,2011-01-21
0,0,0,0,0,1,1316899.31,1316899.31,2011-01-28
0,0,0,0,0,1,1606629.58,1606629.58,2011-02-04
0,0,0,0,0,1,1649614.93,1649614.93,2011-02-11
0,0,0,0,0,1,1686842.78,1686842.78,2011-02-18
0,0,0,0,0,1,1456800.28,1456800.28,2011-02-25
0,0,0,0,0,1,1636263.41,1636263.41,2011-03-04
0,0,0,0,0,1,1553191.63,1553191.63,2011-03-11
0,0,0,0,0,1,1576818.06,1576818.06,2011-03-18
0,0,0,0,0,1,1541102.38,1541102.38,2011-03-25
0,0,0,0,0,1,1495064.75,1495064.75,2011-04-01
0,0,0,0,0,1,1614259.35,1614259.35,2011-04-08
0,0,0,0,0,1,1559889.0,1559889.0,2011-04-15
0,0,0,0,0,1,1564819.81,1564819.81,2011-04-22
0,0,0,0,0,1,1455090.69,1455090.69,2011-04-29
0,0,0,0,0,1,1629391.28,1629391.28,2011-05-06
0,0,0,0,0,1,1604775.58,1604775.58,2011-05-13
0,0,0,0,0,1,1428218.27,1428218.27,2011-05-20
0,0,0,0,0,1,1466046.67,1466046.67,2011-05-27
0,0,0,0,0,1,1635078.41,1635078.41,2011-06-03
0,0,0,0,0,1,1588948.32,1588948.32,2011-06-10
0,0,0,0,0,1,1532114.86,1532114.86,2011-06-17
0,0,0,0,0,1,1438830.15,1438830.15,2011-06-24
0,0,0,0,0,1,1488538.09,1488538.09,2011-07-01
0,0,0,0,0,1,1534849.64,1534849.64,2011-07-08
0,0,0,0,0,1,1455119.97,1455119.97,2011-07-15
0,0,0,0,0,1,1396926.82,1396926.82,2011-07-22
0,0,0,0,0,1,1352219.79,1352219.79,2011-07-29
0,0,0,0,0,1,1624383.75,1624383.75,2011-08-05
0,0,0,0,0,1,1525147.09,1525147.09,2011-08-12
0,0,0,0,0,1,1530761.43,1530761.43,2011-08-19
0,0,0,0,0,1,1464693.46,1464693.46,2011-08-26
0,0,0,0,0,1,1550229.22,1550229.22,2011-09-02
0,0,0,0,0,1,1540471.24,1540471.24,2011-09-09
0,0,0,0,0,1,1514259.78,1514259.78,2011-09-16
0,0,0,0,0,1,1380020.27,1380020.27,2011-09-23
0,0,0,0,0,1,1394561.83,1394561.83,2011-09-30
0,0,0,0,0,1,1630989.95,1630989.95,2011-10-07
0,0,0,0,0,1,1493525.93,1493525.93,2011-10-14
0,0,0,0,0,1,1502562.78,1502562.78,2011-10-21
0,0,0,0,0,1,1445249.09,1445249.09,2011-10-28
0,0,0,0,0,1,1697229.58,1697229.58,2011-11-04
0,0,0,0,0,1,1594938.89,1594938.89,2011-11-11
0,0,0,0,0,1,1539483.7,1539483.7,2011-11-18
0,0,0,0,0,1,2033320.66,2033320.66,2011-11-25
0,0,0,0,0,1,1584083.95,1584083.95,2011-12-02
0,0,0,0,0,1,1799682.38,1799682.38,2011-12-09
0,0,0,0,0,1,1881176.67,1881176.67,2011-12-16
0,0,0,0,0,1,2270188.99,2270188.99,2011-12-23
0,0,0,0,0,1,1497462.72,1497462.72,2011-12-30
0,0,0,0,0,2,2136989.46,2136989.46,2010-02-05
0,0,0,0,0,2,2137809.5,2137809.5,2010-02-12
0,0,0,0,0,2,2124451.54,2124451.54,2010-02-19
0,0,0,0,0,2,1865097.27,1865097.27,2010-02-26
0,0,0,0,0,2,1991013.13,1991013.13,2010-03-05
0,0,0,0,0,2,1990483.78,1990483.78,2010-03-12
0,0,0,0,0,2,1946070.88,1946070.88,2010-03-19
0,0,0,0,0,2,1750197.81,1750197.81,2010-03-26
0,0,0,0,0,2,2066187.72,2066187.72,2010-04-02
0,0,0,0,0,2,1954689.21,1954689.21,2010-04-09
0,0,0,0,0,2,1874957.94,1874957.94,2010-04-16
0,0,0,0,0,2,1821990.93,1821990.93,2010-04-23
0,0,0,0,0,2,1802450.29,1802450.29,2010-04-30
0,0,0,0,0,2,2042581.71,2042581.71,2010-05-07
0,0,0,0,0,2,1880752.36,1880752.36,2010-05-14
0,0,0,0,0,2,1896937.1,1896937.1,2010-05-21
0,0,0,0,0,2,1957113.89,1957113.89,2010-05-28
0,0,0,0,0,2,2102539.93,2102539.93,2010-06-04
0,0,0,0,0,2,2025538.76,2025538.76,2010-06-11
0,0,0,0,0,2,2001636.96,2001636.96,2010-06-18
0,0,0,0,0,2,1939927.09,1939927.09,2010-06-25
0,0,0,0,0,2,2003940.64,2003940.64,2010-07-02
0,0,0,0,0,2,1880902.62,1880902.62,2010-07-09
0,0,0,0,0,2,1845879.79,1845879.79,2010-07-16
0,0,0,0,0,2,1781717.71,1781717.71,2010-07-23
0,0,0,0,0,2,1804246.16,1804246.16,2010-07-30
0,0,0,0,0,2,1991909.98,1991909.98,2010-08-06
0,0,0,0,0,2,1895601.05,1895601.05,2010-08-13
0,0,0,0,0,2,1964335.23,1964335.23,2010-08-20
0,0,0,0,0,2,1863840.49,1863840.49,2010-08-27
0,0,0,0,0,2,1904608.09,1904608.09,2010-09-03
0,0,0,0,0,2,1839128.83,1839128.83,2010-09-10
0,0,0,0,0,2,1793903.6,1793903.6,2010-09-17
0,0,0,0,0,2,1724557.22,1724557.22,2010-09-24
0,0,0,0,0,2,1827440.43,1827440.43,2010-10-01
0,0,0,0,0,2,1849921.44,1849921.44,2010-10-08
0,0,0,0,0,2,1794355.49,1794355.49,2010-10-15
0,0,0,0,0,2,1737947.64,1737947.64,2010-10-22
0,0,0,0,0,2,1802755.11,1802755.11,2010-10-29
0,0,0,0,0,2,1939061.41,1939061.41,2010-11-05
0,0,0,0,0,2,1916812.74,1916812.74,2010-11-12
0,0,0,0,0,2,1956739.17,1956739.17,2010-11-19
0,0,0,0,0,2,2658725.29,2658725.29,2010-11-26
0,0,0,0,0,2,2015781.27,2015781.27,2010-12-03
0,0,0,0,0,2,2378726.55,2378726.55,2010-12-10
0,0,0,0,0,2,2609166.75,2609166.75,2010-12-17
0,0,0,0,0,2,3436007.68,3436007.68,2010-12-24
0,0,0,0,0,2,1750434.55,1750434.55,2010-12-31
0,0,0,0,0,2,1758050.79,1758050.79,2011-01-07
0,0,0,0,0,2,1744193.58,1744193.58,2011-01-14
0,0,0,0,0,2,1751384.9,1751384.9,2011-01-21
0,0,0,0,0,2,1695371.68,1695371.68,2011-01-28
0,0,0,0,0,2,1929346.23,1929346.23,2011-02-04
0,0,0,0,0,2,2168041.61,2168041.61,2011-02-11
0,0,0,0,0,2,2080884.82,2080884.82,2011-02-18
0,0,0,0,0,2,1833511.08,1833511.08,2011-02-25
0,0,0,0,0,2,1981607.78,1981607.78,2011-03-04
0,0,0,0,0,2,1879107.31,1879107.31,2011-03-11
0,0,0,0,0,2,1902557.66,1902557.66,2011-03-18
0,0,0,0,0,2,1766162.05,1766162.05,2011-03-25
0,0,0,0,0,2,1800171.36,1800171.36,2011-04-01
0,0,0,0,0,2,1847552.61,1847552.61,2011-04-08
0,0,0,0,0,2,1856467.84,1856467.84,2011-04-15
0,0,0,0,0,2,1886339.6,1886339.6,2011-04-22
0,0,0,0,0,2,1745545.28,1745545.28,2011-04-29
0,0,0,0,0,2,1837743.6,1837743.6,2011-05-06
0,0,0,0,0,2,1838513.07,1838513.07,2011-05-13
0,0,0,0,0,2,1688281.86,1688281.86,2011-05-20
0,0,0,0,0,2,1797732.56,1797732.56,2011-05-27
0,0,0,0,0,2,1933756.21,1933756.21,2011-06-03
0,0,0,0,0,2,1929153.16,1929153.16,2011-06-10
0,0,0,0,0,2,1953771.99,1953771.99,2011-06-17
0,0,0,0,0,2,1790925.8,1790925.8,2011-06-24
0,0,0,0,0,2,1866243.0,1866243.0,2011-07-01
0,0,0,0,0,2,1853161.99,1853161.99,2011-07-08
0,0,0,0,0,2,1785187.29,1785187.29,2011-07-15
0,0,0,0,0,2,1743816.41,1743816.41,2011-07-22
0,0,0,0,0,2,1680693.06,1680693.06,2011-07-29
0,0,0,0,0,2,1876704.26,1876704.26,2011-08-05
0,0,0,0,0,2,1812768.26,1812768.26,2011-08-12
0,0,0,0,0,2,1844094.59,1844094.59,2011-08-19
0,0,0,0,0,2,1821139.91,1821139.91,2011-08-26
0,0,0,0,0,2,1809119.7,1809119.7,2011-09-02
0,0,0,0,0,2,1748000.65,1748000.65,2011-09-09
0,0,0,0,0,2,1691439.52,1691439.52,2011-09-16
0,0,0,0,0,2,1669299.78,1669299.78,2011-09-23
0,0,0,0,0,2,1650394.44,1650394.44,2011-09-30
0,0,0,0,0,2,1837553.43,1837553.43,2011-10-07
0,0,0,0,0,2,1743882.19,1743882.19,2011-10-14
0,0,0,0,0,2,1834680.25,1834680.25,2011-10-21
0,0,0,0,0,2,1769296.25,1769296.25,2011-10-28
0,0,0,0,0,2,1959707.9,1959707.9,2011-11-04
0,0,0,0,0,2,1920725.15,1920725.15,2011-11-11
0,0,0,0,0,2,1902762.5,1902762.5,2011-11-18
0,0,0,0,0,2,2614202.3,2614202.3,2011-11-25
0,0,0,0,0,2,1954952.0,1954952.0,2011-12-02
0,0,0,0,0,2,2290549.32,2290549.32,2011-12-09
0,0,0,0,0,2,2432736.52,2432736.52,2011-12-16
0,0,0,0,0,2,3224369.8,3224369.8,2011-12-23
0,0,0,0,0,2,1874226.52,1874226.52,2011-12-30
0,0,0,0,0,3,461622.22,461622.22,2010-02-05
0,0,0,0,0,3,420728.96,420728.96,2010-02-12
0,0,0,0,0,3,421642.19,421642.19,2010-02-19
0,0,0,0,0,3,407204.86,407204.86,2010-02-26
0,0,0,0,0,3,415202.04,415202.04,2010-03-05
0,0,0,0,0,3,384200.69,384200.69,2010-03-12
0,0,0,0,0,3,375328.59,375328.59,2010-03-19
0,0,0,0,0,3,359949.27,359949.27,2010-03-26
0,0,0,0,0,3,423294.4,423294.4,2010-04-02
0,0,0,0,0,3,415870.28,415870.28,2010-04-09
0,0,0,0,0,3,354993.26,354993.26,2010-04-16
0,0,0,0,0,3,339976.65,339976.65,2010-04-23
0,0,0,0,0,3,361248.39,361248.39,2010-04-30
0,0,0,0,0,3,399323.86,399323.86,2010-05-07
0,0,0,0,0,3,384357.94,384357.94,2010-05-14
0,0,0,0,0,3,343763.17,343763.17,2010-05-21
0,0,0,0,0,3,350089.23,350089.23,2010-05-28
0,0,0,0,0,3,396968.8,396968.8,2010-06-04
0,0,0,0,0,3,355017.09,355017.09,2010-06-11
0,0,0,0,0,3,364076.85,364076.85,2010-06-18
0,0,0,0,0,3,357346.48,357346.48,2010-06-25
0,0,0,0,0,3,381151.72,381151.72,2010-07-02
0,0,0,0,0,3,349214.18,349214.18,2010-07-09
0,0,0,0,0,3,352728.78,352728.78,2010-07-16
0,0,0,0,0,3,352864.49,352864.49,2010-07-23
0,0,0,0,0,3,347955.05,347955.05,2010-07-30
0,0,0,0,0,3,402635.76,402635.76,2010-08-06
0,0,0,0,0,3,339597.38,339597.38,2010-08-13
0,0,0,0,0,3,351728.21,351728.21,2010-08-20
0,0,0,0,0,3,362134.09,362134.09,2010-08-27
0,0,0,0,0,3,366473.97,366473.97,2010-09-03
0,0,0,0,0,3,352260.97,352260.97,2010-09-10
0,0,0,0,0,3,363064.64,363064.64,2010-09-17
0,0,0,0,0,3,355626.87,355626.87,2010-09-24
0,0,0,0,0,3,358784.1,358784.1,2010-10-01
0,0,0,0,0,3,395107.35,395107.35,2010-10-08
0,0,0,0,0,3,345584.39,345584.39,2010-10-15
0,0,0,0,0,3,348895.98,348895.98,2010-10-22
0,0,0,0,0,3,348591.74,348591.74,2010-10-29
0,0,0,0,0,3,423175.56,423175.56,2010-11-05
0,0,0,0,0,3,386635.03,386635.03,2010-11-12
0,0,0,0,0,3,372545.32,372545.32,2010-11-19
0,0,0,0,0,3,565567.84,565567.84,2010-11-26
0,0,0,0,0,3,476420.77,476420.77,2010-12-03
0,0,0,0,0,3,467642.03,467642.03,2010-12-10
0,0,0,0,0,3,498159.39,498159.39,2010-12-17
0,0,0,0,0,3,605990.41,605990.41,2010-12-24
0,0,0,0,0,3,382677.76,382677.76,2010-12-31
0,0,0,0,0,3,378241.34,378241.34,2011-01-07
0,0,0,0,0,3,381061.1,381061.1,2011-01-14
0,0,0,0,0,3,350876.7,350876.7,2011-01-21
0,0,0,0,0,3,364866.24,364866.24,2011-01-28
0,0,0,0,0,3,438516.53,438516.53,2011-02-04
0,0,0,0,0,3,430526.21,430526.21,2011-02-11
0,0,0,0,0,3,432782.1,432782.1,2011-02-18
0,0,0,0,0,3,397211.19,397211.19,2011-02-25
0,0,0,0,0,3,437084.51,437084.51,2011-03-04
0,0,0,0,0,3,404753.3,404753.3,2011-03-11
0,0,0,0,0,3,392109.51,392109.51,2011-03-18
0,0,0,0,0,3,380683.67,380683.67,2011-03-25
0,0,0,0,0,3,374556.08,374556.08,2011-04-01
0,0,0,0,0,3,384075.31,384075.31,2011-04-08
0,0,0,0,0,3,366250.69,366250.69,2011-04-15
0,0,0,0,0,3,391860.04,391860.04,2011-04-22
0,0,0,0,0,3,367405.4,367405.4,2011-04-29
0,0,0,0,0,3,413042.12,413042.12,2011-05-06
0,0,0,0,0,3,386312.68,386312.68,2011-05-13
0,0,0,0,0,3,364603.13,364603.13,2011-05-20
0,0,0,0,0,3,369350.6,369350.6,2011-05-27
0,0,0,0,0,3,394507.84,394507.84,2011-06-03
0,0,0,0,0,3,391638.75,391638.75,2011-06-10
0,0,0,0,0,3,403423.34,403423.34,2011-06-17
0,0,0,0,0,3,385520.71,385520.71,2011-06-24
0,0,0,0,0,3,368962.72,368962.72,2011-07-01
0,0,0,0,0,3,395146.24,395146.24,2011-07-08
0,0,0,0,0,3,373454.33,373454.33,2011-07-15
0,0,0,0,0,3,360617.37,360617.37,2011-07-22
0,0,0,0,0,3,345381.29,345381.29,2011-07-29
0,0,0,0,0,3,409981.25,409981.25,2011-08-05
0,0,0,0,0,3,380376.85,380376.85,2011-08-12
0,0,0,0,0,3,379716.91,379716.91,2011-08-19
0,0,0,0,0,3,366367.55,366367.55,2011-08-26
0,0,0,0,0,3,375988.69,375988.69,2011-09-02
0,0,0,0,0,3,377347.49,377347.49,2011-09-09
0,0,0,0,0,3,375629.51,375629.51,2011-09-16
0,0,0,0,0,3,365248.94,365248.94,2011-09-23
0,0,0,0,0,3,368477.93,368477.93,2011-09-30
0,0,0,0,0,3,403342.4,403342.4,2011-10-07
0,0,0,0,0,3,368282.57,368282.57,2011-10-14
0,0,0,0,0,3,394976.36,394976.36,2011-10-21
0,0,0,0,0,3,389540.62,389540.62,2011-10-28
0,0,0,0,0,3,459443.22,459443.22,2011-11-04
0,0,0,0,0,3,407764.25,407764.25,2011-11-11
0,0,0,0,0,3,398838.97,398838.97,2011-11-18
0,0,0,0,0,3,556925.19,556925.19,2011-11-25
0,0,0,0,0,3,472511.32,472511.32,2011-12-02
0,0,0,0,0,3,468772.8,468772.8,2011-12-09
0,0,0,0,0,3,510747.62,510747.62,2011-12-16
0,0,0,0,0,3,551221.21,551221.21,2011-12-23
0,0,0,0,0,3,410553.88,410553.88,2011-12-30
0,0,0,0,0,4,2135143.87,2135143.87,2010-02-05
0,0,0,0,0,4,2188307.39,2188307.39,2010-02-12
0,0,0,0,0,4,2049860.26,2049860.26,2010-02-19
0,0,0,0,0,4,1925728.84,1925728.84,2010-02-26
0,0,0,0,0,4,1971057.44,1971057.44,2010-03-05
0,0,0,0,0,4,1894324.09,1894324.09,2010-03-12
0,0,0,0,0,4,1897429.36,1897429.36,2010-03-19
0,0,0,0,0,4,1762539.3,1762539.3,2010-03-26
0,0,0,0,0,4,1979247.12,1979247.12,2010-04-02
0,0,0,0,0,4,1818452.72,1818452.72,2010-04-09
0,0,0,0,0,4,1851519.69,1851519.69,2010-04-16
0,0,0,0,0,4,1802677.9,1802677.9,2010-04-23
0,0,0,0,0,4,1817273.28,1817273.28,2010-04-30
0,0,0,0,0,4,2000626.14,2000626.14,2010-05-07
0,0,0,0,0,4,1875597.28,1875597.28,2010-05-14
0,0,0,0,0,4,1903752.6,1903752.6,2010-05-21
0,0,0,0,0,4,1857533.7,1857533.7,2010-05-28
0,0,0,0,0,4,1903290.58,1903290.58,2010-06-04
0,0,0,0,0,4,1870619.23,1870619.23,2010-06-11
0,0,0,0,0,4,1929736.35,1929736.35,2010-06-18
0,0,0,0,0,4,1846651.95,1846651.95,2010-06-25
0,0,0,0,0,4,1881337.21,1881337.21,2010-07-02
0,0,0,0,0,4,1812208.22,1812208.22,2010-07-09
0,0,0,0,0,4,1898427.66,1898427.66,2010-07-16
0,0,0,0,0,4,1848426.78,1848426.78,2010-07-23
0,0,0,0,0,4,1796637.61,1796637.61,2010-07-30
0,0,0,0,0,4,1907638.58,1907638.58,2010-08-06
0,0,0,0,0,4,2007050.75,2007050.75,2010-08-13
0,0,0,0,0,4,1997181.09,1997181.09,2010-08-20
0,0,0,0,0,4,1848403.92,1848403.92,2010-08-27
0,0,0,0,0,4,1935857.58,1935857.58,2010-09-03
0,0,0,0,0,4,1865820.81,1865820.81,2010-09-10
0,0,0,0,0,4,1899959.61,1899959.61,2010-09-17
0,0,0,0,0,4,1810684.68,1810684.68,2010-09-24
0,0,0,0,0,4,1842821.02,1842821.02,2010-10-01
0,0,0,0,0,4,1951494.85,1951494.85,2010-10-08
0,0,0,0,0,4,1867345.09,1867345.09,2010-10-15
0,0,0,0,0,4,1927610.06,1927610.06,2010-10-22
0,0,0,0,0,4,1933333.0,1933333.0,2010-10-29
0,0,0,0,0,4,2013115.79,2013115.79,2010-11-05
0,0,0,0,0,4,1999794.26,1999794.26,2010-11-12
0,0,0,0,0,4,2097809.4,2097809.4,2010-11-19
0,0,0,0,0,4,2789469.45,2789469.45,2010-11-26
0,0,0,0,0,4,2102530.17,2102530.17,2010-12-03
0,0,0,0,0,4,2302504.86,2302504.86,2010-12-10
0,0,0,0,0,4,2740057.14,2740057.14,2010-12-17
0,0,0,0,0,4,3526713.39,3526713.39,2010-12-24
0,0,0,0,0,4,1794868.74,1794868.74,2010-12-31
0,0,0,0,0,4,1862476.27,1862476.27,2011-01-07
0,0,0,0,0,4,1865502.46,1865502.46,2011-01-14
0,0,0,0,0,4,1886393.94,1886393.94,2011-01-21
0,0,0,0,0,4,1814240.85,1814240.85,2011-01-28
0,0,0,0,0,4,2119086.04,2119086.04,2011-02-04
0,0,0,0,0,4,2187847.29,2187847.29,2011-02-11
0,0,0,0,0,4,2316495.56,2316495.56,2011-02-18
0,0,0,0,0,4,2078094.69,2078094.69,2011-02-25
0,0,0,0,0,4,2103455.75,2103455.75,2011-03-04
0,0,0,0,0,4,2039818.41,2039818.41,2011-03-11
0,0,0,0,0,4,2116475.38,2116475.38,2011-03-18
0,0,0,0,0,4,1944164.32,1944164.32,2011-03-25
0,0,0,0,0,4,1900246.47,1900246.47,2011-04-01
0,0,0,0,0,4,2074953.46,2074953.46,2011-04-08
0,0,0,0,0,4,1960587.76,1960587.76,2011-04-15
0,0,0,0,0,4,2220600.76,2220600.76,2011-04-22
0,0,0,0,0,4,1878167.44,1878167.44,2011-04-29
0,0,0,0,0,4,2063682.76,2063682.76,2011-05-06
0,0,0,0,0,4,2002362.37,2002362.37,2011-05-13
0,0,0,0,0,4,2015563.48,2015563.48,2011-05-20
0,0,0,0,0,4,1986597.95,1986597.95,2011-05-27
0,0,0,0,0,4,2065377.15,2065377.15,2011-06-03
0,0,0,0,0,4,2073951.38,2073951.38,2011-06-10
0,0,0,0,0,4,2141210.62,2141210.62,2011-06-17
0,0,0,0,0,4,2008344.92,2008344.92,2011-06-24
0,0,0,0,0,4,2051533.53,2051533.53,2011-07-01
0,0,0,0,0,4,2066541.86,2066541.86,2011-07-08
0,0,0,0,0,4,2049046.95,2049046.95,2011-07-15
0,0,0,0,0,4,2036231.39,2036231.39,2011-07-22
0,0,0,0,0,4,1989674.07,1989674.07,2011-07-29
0,0,0,0,0,4,2160057.39,2160057.39,2011-08-05
0,0,0,0,0,4,2105668.74,2105668.74,2011-08-12
0,0,0,0,0,4,2232892.1,2232892.1,2011-08-19
0,0,0,0,0,4,1988490.21,1988490.21,2011-08-26
0,0,0,0,0,4,2078420.31,2078420.31,2011-09-02
0,0,0,0,0,4,2093139.01,2093139.01,2011-09-09
0,0,0,0,0,4,2075577.33,2075577.33,2011-09-16
0,0,0,0,0,4,2031406.41,2031406.41,2011-09-23
0,0,0,0,0,4,1929486.63,1929486.63,2011-09-30
0,0,0,0,0,4,2166737.65,2166737.65,2011-10-07
0,0,0,0,0,4,2074548.85,2074548.85,2011-10-14
0,0,0,0,0,4,2207742.13,2207742.13,2011-10-21
0,0,0,0,0,4,2151659.59,2151659.59,2011-10-28
0,0,0,0,0,4,2281217.31,2281217.31,2011-11-04
0,0,0,0,0,4,2203028.96,2203028.96,2011-11-11
0,0,0,0,0,4,2243946.59,2243946.59,2011-11-18
0,0,0,0,0,4,3004702.33,3004702.33,2011-11-25
0,0,0,0,0,4,2180999.26,2180999.26,2011-12-02
0,0,0,0,0,4,2508955.24,2508955.24,2011-12-09
0,0,0,0,0,4,2771397.17,2771397.17,2011-12-16
0,0,0,0,0,4,3676388.98,3676388.98,2011-12-23
0,0,0,0,0,4,2007105.86,2007105.86,2011-12-30
0,0,0,0,0,5,317173.1,317173.1,2010-02-05
0,0,0,0,0,5,311825.7,311825.7,2010-02-12
0,0,0,0,0,5,303447.57,303447.57,2010-02-19
0,0,0,0,0,5,270281.63,270281.63,2010-02-26
0,0,0,0,0,5,288855.71,288855.71,2010-03-05
0,0,0,0,0,5,297293.59,297293.59,2010-03-12
0,0,0,0,0,5,281706.41,281706.41,2010-03-19
0,0,0,0,0,5,273282.97,273282.97,2010-03-26
0,0,0,0,0,5,331406.0,331406.0,2010-04-02
0,0,0,0,0,5,328020.49,328020.49,2010-04-09
0,0,0,0,0,5,306858.69,306858.69,2010-04-16
0,0,0,0,0,5,288839.73,288839.73,2010-04-23
0,0,0,0,0,5,298697.84,298697.84,2010-04-30
0,0,0,0,0,5,333522.6,333522.6,2010-05-07
0,0,0,0,0,5,296673.77,296673.77,2010-05-14
0,0,0,0,0,5,301615.49,301615.49,2010-05-21
0,0,0,0,0,5,310013.11,310013.11,2010-05-28
0,0,0,0,0,5,337825.89,337825.89,2010-06-04
0,0,0,0,0,5,296641.91,296641.91,2010-06-11
0,0,0,0,0,5,313795.6,313795.6,2010-06-18
0,0,0,0,0,5,295257.3,295257.3,2010-06-25
0,0,0,0,0,5,305993.27,305993.27,2010-07-02
0,0,0,0,0,5,291808.87,291808.87,2010-07-09
0,0,0,0,0,5,280701.7,280701.7,2010-07-16
0,0,0,0,0,5,274742.63,274742.63,2010-07-23
0,0,0,0,0,5,268929.03,268929.03,2010-07-30
0,0,0,0,0,5,303043.02,303043.02,2010-08-06
0,0,0,0,0,5,286477.35,286477.35,2010-08-13
0,0,0,0,0,5,287205.38,287205.38,2010-08-20
0,0,0,0,0,5,288519.75,288519.75,2010-08-27
0,0,0,0,0,5,323798.0,323798.0,2010-09-03
0,0,0,0,0,5,306533.08,306533.08,2010-09-10
0,0,0,0,0,5,282558.65,282558.65,2010-09-17
0,0,0,0,0,5,293131.58,293131.58,2010-09-24
0,0,0,0,0,5,283178.12,283178.12,2010-10-01
0,0,0,0,0,5,290494.85,290494.85,2010-10-08
0,0,0,0,0,5,280681.2,280681.2,2010-10-15
0,0,0,0,0,5,284988.27,284988.27,2010-10-22
0,0,0,0,0,5,278031.81,278031.81,2010-10-29
0,0,0,0,0,5,325310.3,325310.3,2010-11-05
0,0,0,0,0,5,301827.36,301827.36,2010-11-12
0,0,0,0,0,5,297384.81,297384.81,2010-11-19
0,0,0,0,0,5,488362.61,488362.61,2010-11-26
0,0,0,0,0,5,344490.88,344490.88,2010-12-03
0,0,0,0,0,5,352811.53,352811.53,2010-12-10
0,0,0,0,0,5,367801.19,367801.19,2010-12-17
0,0,0,0,0,5,466010.25,466010.25,2010-12-24
0,0,0,0,0,5,298180.18,298180.18,2010-12-31
0,0,0,0,0,5,286347.26,286347.26,2011-01-07
0,0,0,0,0,5,260636.71,260636.71,2011-01-14
0,0,0,0,0,5,275313.34,275313.34,2011-01-21
0,0,0,0,0,5,279088.39,279088.39,2011-01-28
0,0,0,0,0,5,329613.2,329613.2,2011-02-04
0,0,0,0,0,5,311590.54,311590.54,2011-02-11
0,0,0,0,0,5,356622.61,356622.61,2011-02-18
0,0,0,0,0,5,294659.5,294659.5,2011-02-25
0,0,0,0,0,5,329033.66,329033.66,2011-03-04
0,0,0,0,0,5,293098.1,293098.1,2011-03-11
